feature	ASV3	ASV14	ASV19	ASV40	ASV42	ASV58	ASV67	ASV74	ASV93	ASV99	ASV121	ASV135	ASV147	ASV163	ASV191	ASV192	ASV199	ASV201	ASV207	ASV260	ASV262	ASV279	ASV280	ASV302	ASV307	ASV315	ASV316	ASV340	ASV387	ASV402	ASV423	ASV455	ASV465	ASV468	ASV477	ASV488	ASV489	ASV498	ASV499	ASV503	ASV512	ASV533	ASV582	ASV583	ASV622	ASV624	ASV629	ASV638	ASV645	ASV667	ASV672	ASV702	ASV725	ASV730	ASV754	ASV755	ASV761	ASV783	ASV798	ASV809	ASV824	ASV847	ASV863	ASV869	ASV870	ASV896	ASV904	ASV914	ASV944	ASV951	ASV957	ASV1030	ASV1037	ASV1045	ASV1056	ASV1064	ASV1079	ASV1084	ASV1107	ASV1119	ASV1120	ASV1147	ASV1158	ASV1161	ASV1201	ASV1209	ASV1226	ASV1240	ASV1293	ASV1316	ASV1342	ASV1346	ASV1348	ASV1485	ASV1501	ASV1504	ASV1526	ASV1536	ASV1564	ASV1597	ASV1614	ASV1641	ASV1719	ASV1764	ASV1832	ASV1834	ASV1838	ASV1843	ASV1904	ASV1931	ASV1973	ASV1977	ASV2019	ASV2091	ASV2216	ASV2255	ASV2281	ASV2385	ASV2449	ASV2521	ASV2631	ASV2721	ASV2730	ASV2763	ASV2771	ASV2779	ASV2786	ASV2796	ASV2868	ASV3005	ASV3051	ASV3132	ASV3171	ASV3199	ASV3245	ASV3298	ASV3333	ASV3349	ASV3373	ASV3399	ASV3449	ASV3500	ASV3605	ASV3678	ASV3775	ASV3809	ASV3835	ASV3882	ASV3913	ASV4023	ASV4057	ASV4094	ASV4101	ASV4102	ASV4116	ASV4138	ASV4243	ASV4265	ASV4315	ASV4338	ASV4438	ASV4662	ASV4810	ASV5145	ASV5215	ASV5302	ASV5340	ASV5848	ASV5873	ASV6356	ASV6392	ASV6454	ASV6654	ASV7202	ASV7440	ASV7717	ASV8426	ASV8525	ASV10208	ASV10292	ASV10339	ASV10534	ASV10599	ASV10850	ASV11775	ASV13149	ASV13259	ASV14237	ASV14524	ASV16513	ASV16811
KK2693	NA	-0.319082541615962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.28397874066005	NA	-4.00713853530122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.17706353674353	NA	NA	NA	NA	NA	NA	NA	-7.52498684016384	NA	NA	NA	NA	-8.66249036391378	NA	-8.66249036391378	NA	NA	NA	-8.66249036391378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.73649094535755	NA	NA	-7.66249036391378	NA	-5.31199311682964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.07752786319262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.81449345735883	NA	NA	NA	-9.39945595807998	NA	NA	NA	NA	NA	-8.66249036391378	NA	NA	NA	-8.17706353674353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.39945595807998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.39945595807998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2694	NA	-3.12744401728119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.54554781960781	NA	NA	NA	NA	NA	-1.18366002684773	-8.42206476617281	-2.55170004658941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.33460192492247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.10013667128545	NA	-8.42206476617281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.83710226545166	NA	NA	-5.21261140054386	NA	NA	NA	NA	NA	NA	NA	NA	-7.42206476617281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.42206476617281	-7.10013667128545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.10013667128545	NA	-9.42206476617281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.42206476617281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2695	-8.9369055755938	-0.530603923379339	NA	-10.3963371942311	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.87277523817408	NA	NA	-2.47152469062532	NA	NA	-10.3963371942311	-8.07440909934374	-6.970072439529	NA	NA	NA	NA	NA	-10.0744090993437	NA	NA	NA	NA	NA	NA	NA	-8.58898227217349	NA	NA	NA	NA	-5.81137469350994	NA	NA	NA	NA	-8.22641219278879	NA	NA	NA	NA	-8.3963371942311	-9.58898227217349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.18688382860215	NA	NA	NA	NA	-9.81137469350994	NA	NA	NA	NA	-7.11093497536885	-10.0744090993437	NA	NA	NA	-9.58898227217349	NA	NA	-7.81137469350994	NA	NA	NA	NA	NA	-5.18688382860215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.07440909934374	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.00401977145234	NA	NA	NA	-8.48944659862258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.07440909934374	NA	NA	NA	NA	NA	-8.58898227217349	NA	NA	NA	NA	-9.81137469350994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2696	NA	-0.333983755211185	NA	NA	-7.83125615777167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.71667419017313	NA	NA	-5.91508774857514	-7.61552746671623	-5.49083171926692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.87856187255002	NA	NA	-9.20048996743739	NA	-6.78545246815854	NA	NA	NA	NA	-7.42790046354046	NA	NA	NA	NA	-10.4635243732712	-10.4635243732712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.60554337814361	NA	NA	NA	NA	-8.97809754610094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.00409275463388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.17074262404333	NA	NA	NA	NA	-7.92747147303097	NA	NA	NA	-8.61552746671623	NA	NA	NA	NA	NA	NA	NA	-8.6979896269082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.46352437327118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4635243732712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2004899674374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2697	NA	-0.258133903102693	NA	NA	-8.61799903157832	NA	NA	NA	NA	NA	NA	NA	NA	-8.47360912224314	NA	NA	-3.21667036750459	NA	NA	-9.69600154357959	-8.28096404430075	-9.0585716229643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.0585716229643	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.95903594941339	NA	NA	NA	NA	NA	-9.54399845013454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.0715106786718	NA	NA	NA	NA	-10.0585716229643	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0585716229643	NA	NA	NA	NA	NA	NA	NA	NA	-6.8659265450219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.22207035524718	NA	NA	NA	NA	-10.5439984501345	NA	NA	NA	NA	-7.54399845013454	NA	NA	NA	-9.54399845013454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.54399845013454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2698	NA	-0.194711508783696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.10426176713992	NA	NA	-3.49629744105715	NA	NA	-6.36318006450149	-10.3266541884764	-7.75781135311849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9116166891975	NA	NA	-9.70998282802788	NA	-11.6485822833637	NA	NA	NA	-10.7741131654476	NA	-9.47865728192142	NA	NA	NA	-12.6485822833637	-11.6485822833637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.00472609358901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7741131654476	NA	NA	-7.91161668919753	NA	NA	NA	NA	NA	-10.4261898620273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9116166891975	NA	NA	NA	NA	NA	NA	-9.10426176713992	NA	NA	-10.2335447840849	NA	NA	NA	-10.1460819428346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5331050659438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2699	-5.93518920745902	-0.0957788774804193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.58052432615966	NA	NA	-9.16548682688081	-8.95903594941339	-7.65647317939295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0585716229643	-10.0585716229643	NA	NA	-9.47360912224314	NA	-8.16548682688081	NA	NA	NA	NA	-9.77846370377156	-11.2809640443007	NA	NA	NA	-10.5439984501345	-11.8659265450219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.23656992494229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0585716229643	NA	NA	-8.61799903157832	NA	NA	NA	NA	NA	-9.95903594941339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.34236458896489	NA	NA	NA	NA	NA	NA	-8.95903594941339	NA	NA	-9.61799903157832	NA	NA	NA	-10.0585716229643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1654868268808	NA	NA	NA	NA	NA	NA	NA	NA	-10.8659265450219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2700	NA	-0.520364955957634	NA	-11.7410455770098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.05805099332815	NA	NA	-8.74104557700984	-7.78684926662296	-7.45564335814759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.93369065495223	NA	NA	-8.34872815423108	NA	-6.05454504982662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.74104557700984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.53159221138089	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.83415498140132	NA	NA	NA	NA	-9.74104557700984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.61176256006487	NA	NA	NA	NA	-3.27140375977032	NA	-7.15608307628868	NA	NA	-7.24919248068016	NA	NA	NA	-8.28161395837254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.78684926662296	NA	NA	NA	NA	NA	-10.4191174821225	NA	NA	NA	NA	-9.04060585886875	NA	NA	NA	NA	NA	NA	NA	-9.74104557700984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1560830762887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2701	-9.00687147670529	-0.406545550752734	NA	-2.51264552615503	-8.63247596192379	NA	NA	NA	NA	NA	NA	NA	NA	-9.23819702281174	NA	NA	-6.65323452209059	NA	NA	-10.4398308839814	-8.26990588253908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.02029199246761	NA	NA	-8.63247596192379	NA	-9.85486838326024	NA	NA	NA	NA	-7.80756266848188	NA	NA	NA	NA	NA	NA	NA	-11.4398308839814	NA	NA	NA	-8.85486838326024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5918339774264	NA	-10.0613192607277	NA	-9.00687147670529	NA	NA	-9.06131926072766	NA	NA	NA	NA	-10.9544040568112	-11.1767964781476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.43983088398139	NA	NA	NA	NA	NA	NA	-9.76175897886876	NA	NA	-9.51383146542517	NA	NA	NA	-12.1767964781476	NA	NA	-10.1767964781476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.53294028837287	-10.1767964781476	-8.26990588253908	NA	NA	NA	NA	-11.1767964781476	NA	NA	NA	NA	-9.51383146542517	NA	-10.5918339774264	NA	NA	NA	NA	NA	-9.95440405681115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.20717012719112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2702	-6.08321336824898	-0.54435007025974	NA	NA	-9.70999604466476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.07764228289698	NA	NA	-10.097019167774	-8.51205666705286	-5.65790753351631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.7974588859151	NA	NA	-8.62753388447279	NA	-11.4755307910277	NA	NA	NA	NA	-8.54953137247152	NA	NA	NA	NA	-11.4755307910277	-11.2124963851939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.91481583655326	NA	NA	NA	NA	-10.6275338844728	-12.2124963851939	NA	NA	NA	NA	NA	NA	NA	NA	-9.54953137247152	NA	NA	-8.54953137247152	NA	NA	NA	NA	-10.6275338844728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.47553079102774	NA	NA	NA	NA	-9.89056829030659	NA	-10.9901039638575	NA	NA	-9.62753388447279	NA	NA	NA	-10.2124963851939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6275338844728	NA	NA	NA	NA	NA	-6.82017896241519	NA	NA	NA	NA	-10.2124963851939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7974588859151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2703	NA	-0.135740766523498	NA	NA	-8.94885388871221	NA	NA	NA	NA	NA	NA	NA	NA	-7.75245667590871	NA	NA	-5.84032943193404	NA	NA	-10.211888294546	-9.83337667129227	-9.28588887598978	NA	NA	NA	NA	NA	NA	NA	NA	-11.9488538887122	NA	NA	NA	NA	-7.51144857640491	NA	NA	-9.53381638943337	NA	-8.67583539430579	NA	NA	NA	NA	-8.14149896665461	NA	NA	NA	NA	-9.07438477079607	-8.83337667129227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.94885388871221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.72646146737576	-10.211888294546	NA	-7.46772719897559	NA	NA	NA	NA	NA	-9.72646146737576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.24841417057112	NA	NA	NA	NA	NA	NA	-9.28588887598978	NA	NA	-8.211888294546	NA	NA	NA	-11.5338163894334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3638913879911	-9.36389138799105	NA	NA	NA	-8.4045333724884	-6.30499769893748	NA	NA	NA	NA	-10.0743847707961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5338163894334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.30149619498255	-7.95754179376519	NA	-6.79248254749469	NA	-9.30149619498255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.859509710804661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.49018325935626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.68000781823628	NA	NA	-8.41697341240248	NA	NA	NA	NA	NA	-10.0019359131236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.41697341240248	NA	NA	NA	-10.6800078182363	NA	NA	-6.37257929304403	NA	NA	-10.194580991066	NA	NA	NA	NA	NA	NA	-9.30149619498255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.2672262928978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.83201091168133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.4169734124025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2705	NA	-0.191689428047809	NA	NA	-9.3371263008056	NA	NA	NA	NA	NA	NA	NA	-9.75216380008445	NA	NA	NA	-3.30492747841746	NA	NA	-9.6001607066394	-9.25912378880433	-12.1851232073606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4195884609976	NA	NA	-9.9834893461909	NA	NA	NA	NA	NA	NA	-8.95246245057028	NA	NA	NA	NA	NA	-13.5070513022479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0476196836106	NA	NA	-10.0476196836106	NA	NA	-13.5070513022479	NA	NA	NA	NA	-11.9220888015268	NA	NA	NA	-11.3371263008056	NA	NA	-7.49582404682466	NA	NA	NA	NA	-12.5070513022479	-10.5070513022479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6996963801903	NA	NA	NA	NA	-10.5070513022479	NA	NA	NA	NA	-9.86319511247319	NA	NA	NA	-11.6996963801903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.5070513022479	NA	NA	NA	NA	-10.2591237888043	NA	NA	NA	NA	NA	NA	-10.5070513022479	NA	NA	NA	NA	NA	NA	NA	NA	-11.0476196836106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1851232073606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2706	NA	-0.231310328109338	NA	-12.330986882969	-10.7460243822478	NA	NA	NA	NA	NA	NA	NA	NA	-10.5236319609114	NA	NA	-3.11302918510487	NA	NA	NA	-10.2435240417186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.330986882969	NA	NA	NA	-10.2435240417186	NA	NA	NA	NA	NA	-8.44834383360714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.7460243822478	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.330986882969	NA	NA	-5.47923784155292	NA	NA	NA	NA	NA	-10.6305471648279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.65856154099749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5236319609114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2707	NA	-0.116570582414207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.78135971352466	NA	NA	NA	NA	NA	NA	NA	-8.15987133677839	-10.8037275265531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.41141010377435	NA	-6.6139029676731	NA	NA	NA	NA	-8.48179943166575	NA	-10.8037275265531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.15987133677839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.48179943166575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.13130218458162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.21876502583196	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.8037275265531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.6338025251108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2708	NA	-0.111098248699562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.11082717581976	-10.6142915625197	-5.970435372745	NA	NA	NA	NA	NA	-9.75179508626966	-9.82579566771343	NA	NA	NA	NA	NA	-10.4887606804359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.86426981552807	NA	NA	NA	NA	NA	NA	-9.26636825909941	NA	NA	NA	NA	-13.073723181157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6142915625197	NA	NA	-7.82579566771343	NA	-10.7517950862697	NA	NA	-11.4887606804359	-9.82579566771343	NA	NA	NA	NA	NA	NA	-9.98626033990668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6142915625197	NA	NA	NA	NA	NA	-7.45901333704181	NA	NA	NA	-11.4887606804359	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9037981797147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3732834630159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2663682590994	NA	NA	NA	NA	NA	NA	-8.90379817971471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2709	NA	-0.0357990047052538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.85422797292128	NA	NA	NA	NA	NA	-10.3436128136602	-9.72212443691394	-11.2366976097437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.79612501835772	NA	-8.40019634202658	NA	NA	NA	NA	-9.95658969055096	NA	-12.0440525318013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2366976097437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.65173510902254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.79612501835772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.874127530359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2710	NA	-0.680045046574831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.26973591041711	-8.93561840652184	-5.78430908324687	NA	NA	NA	-6.27850612004485	-1.84611699627201	-9.31413002977557	-10.6360581246629	NA	NA	NA	NA	NA	-11.0510956239418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.31413002977557	NA	-5.68186181427606	NA	NA	NA	NA	-8.72916752905441	NA	-10.3141300297756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0510956239418	NA	NA	-9.63605812466293	NA	NA	NA	NA	-10.4661331232206	-10.4661331232206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3141300297756	NA	NA	NA	NA	NA	NA	NA	-8.14420502833326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.72916752905441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3141300297756	NA	NA	NA	NA	NA	NA	-9.05109562394177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0510956239418	NA
