feature	ASV3	ASV14	ASV19	ASV40	ASV42	ASV58	ASV67	ASV74	ASV93	ASV99	ASV121	ASV135	ASV147	ASV163	ASV191	ASV192	ASV199	ASV201	ASV207	ASV260	ASV262	ASV279	ASV280	ASV302	ASV307	ASV315	ASV316	ASV340	ASV387	ASV402	ASV423	ASV455	ASV465	ASV468	ASV477	ASV488	ASV489	ASV498	ASV499	ASV503	ASV512	ASV533	ASV582	ASV583	ASV622	ASV624	ASV629	ASV638	ASV645	ASV667	ASV672	ASV702	ASV725	ASV730	ASV754	ASV755	ASV761	ASV783	ASV798	ASV809	ASV824	ASV847	ASV863	ASV869	ASV870	ASV896	ASV904	ASV914	ASV944	ASV951	ASV957	ASV1030	ASV1037	ASV1045	ASV1056	ASV1064	ASV1079	ASV1084	ASV1107	ASV1119	ASV1120	ASV1147	ASV1158	ASV1161	ASV1201	ASV1209	ASV1226	ASV1240	ASV1293	ASV1316	ASV1342	ASV1346	ASV1348	ASV1485	ASV1501	ASV1504	ASV1526	ASV1536	ASV1564	ASV1597	ASV1614	ASV1641	ASV1719	ASV1764	ASV1832	ASV1834	ASV1838	ASV1843	ASV1904	ASV1931	ASV1973	ASV1977	ASV2019	ASV2091	ASV2216	ASV2255	ASV2281	ASV2385	ASV2449	ASV2521	ASV2631	ASV2721	ASV2730	ASV2763	ASV2771	ASV2779	ASV2786	ASV2796	ASV2868	ASV3005	ASV3051	ASV3132	ASV3171	ASV3199	ASV3245	ASV3298	ASV3333	ASV3349	ASV3373	ASV3399	ASV3449	ASV3500	ASV3605	ASV3678	ASV3775	ASV3809	ASV3835	ASV3882	ASV3913	ASV4023	ASV4057	ASV4094	ASV4101	ASV4102	ASV4116	ASV4138	ASV4243	ASV4265	ASV4315	ASV4338	ASV4438	ASV4662	ASV4810	ASV5145	ASV5215	ASV5302	ASV5340	ASV5848	ASV5873	ASV6356	ASV6392	ASV6454	ASV6654	ASV7202	ASV7440	ASV7717	ASV8426	ASV8525	ASV10208	ASV10292	ASV10339	ASV10534	ASV10599	ASV10850	ASV11775	ASV13149	ASV13259	ASV14237	ASV14524	ASV16513	ASV16811
KK2517	-0.0194466182711641	NA	NA	NA	NA	-10.2899993160829	NA	NA	NA	NA	NA	-11.3652874433871	-12.8507142705574	NA	NA	NA	NA	-12.8507142705574	NA	NA	NA	NA	-12.0851795241944	NA	NA	NA	NA	NA	NA	NA	-12.1726423654447	NA	NA	-13.1726423654447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.75478985055885	NA	NA	NA	NA	-11.9247148520012	NA	NA	NA	-13.1726423654447	NA	NA	NA	NA	NA	NA	NA	-11.4722026473037	NA	-12.7132107468075	NA	NA	-13.5876798647236	NA	NA	NA	NA	-11.8507142705574	NA	NA	NA	-12.0027173640024	NA	NA	NA	NA	NA	NA	-12.5876798647236	NA	NA	NA	NA	NA	-11.4177548632813	-8.93423762611967	NA	NA	-12.1726423654447	NA	NA	NA	-13.5876798647236	NA	NA	NA	NA	NA	NA	-10.9631889998158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.5876798647236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.83279236256013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2518	-0.10888349853228	NA	NA	NA	NA	NA	NA	NA	-11.1465360400117	-11.6770507567105	NA	NA	NA	NA	NA	-7.46327146567872	-15.4319382588739	NA	NA	NA	NA	NA	-13.1100101639866	-3.99757065720501	-13.2620132574316	NA	NA	-14.4319382588739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5250476632654	NA	NA	NA	NA	-14.4319382588739	NA	NA	NA	NA	NA	NA	NA	NA	-14.8469757581528	-13.6245833368163	-12.5250476632654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.6245833368163	NA	NA	-13.8469757581528	NA	NA	NA	NA	NA	NA	-9.18401074543034	NA	NA	-14.4319382588739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.8469757581528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.1100101639866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8469757581528	NA	NA	NA	NA	NA	NA	-13.8469757581528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2519	-5.81178989339795	NA	-6.27745346574676	-6.96933117038443	NA	NA	NA	-4.11518203684788	NA	-6.96933117038443	NA	NA	NA	NA	NA	NA	-7.08480838780436	NA	NA	NA	-6.58230804727518	NA	-6.34784279363816	NA	NA	NA	NA	-4.40298434783062	-6.1462089324685	NA	-5.27745346574676	NA	NA	NA	-3.63634788698807	NA	NA	NA	NA	NA	NA	NA	-5.08480838780436	NA	-6.86241596646791	-5.24350613382342	NA	NA	NA	-6.762880292917	-6.42184337508193	NA	-5.34784279363816	-5.71557457813864	NA	NA	NA	NA	NA	NA	-5.46031752289657	NA	-3.62537676916706	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.71557457813864	-4.46031752289657	-8.66977088852552	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.34784279363816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.58230804727518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.08480838780436	-6.08480838780436	NA	NA	NA	NA	NA	-5.02591469875079	NA	NA	NA	-6.42184337508193	NA	NA	NA	NA	NA	NA	-7.08480838780436	NA	-6.02591469875079	NA	NA	NA	NA	NA	NA	-6.58230804727518	NA	NA	NA	NA	NA	NA	NA	-6.762880292917	NA	NA	NA	-5.96933117038443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.27745346574676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.96933117038443	-6.96933117038443	NA	-6.58230804727518	NA	NA	NA	NA	NA
KK2520	-0.295120895827659	NA	-9.71774107876995	NA	NA	NA	NA	NA	-6.89876707344551	-8.32672046060964	-12.1237334384458	-12.2757365318908	-12.1237334384458	NA	NA	-3.27604965072893	NA	-11.7452218151921	NA	NA	-10.6907740311697	NA	-10.8018053435584	-4.28452965034884	NA	NA	NA	-11.2757365318908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.51492419577026	NA	NA	NA	NA	NA	NA	NA	NA	-12.6383066112755	NA	NA	NA	-12.2757365318908	NA	NA	NA	NA	NA	NA	-12.1237334384458	NA	NA	NA	-11.860699032612	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0533441105544	NA	NA	NA	NA	-12.2757365318908	NA	NA	NA	NA	NA	-9.49146522294627	NA	NA	-10.4456615333331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9862299146958	-9.31637851638818	-11.4456615333331	NA	NA	NA	NA	-11.2757365318908	-12.4456615333331	-12.2757365318908	NA	NA	NA	NA	NA	NA	NA	NA	-12.2757365318908	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4914652229463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.1237334384458	-10.3163785163882	NA	NA	NA	NA	NA	NA	-11.860699032612	NA	NA	-8.10581153044852	NA	NA	NA	NA	-11.1977340198896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2521	-11.4646774882672	NA	-0.0825415889764964	NA	NA	NA	NA	-12.718434080513	-8.30513163260491	NA	NA	NA	-12.4188737986541	NA	NA	NA	NA	NA	NA	NA	-12.1709462852105	NA	NA	NA	-13.8339112979329	NA	NA	-12.0969457037667	NA	-6.04927645237542	NA	NA	NA	NA	NA	NA	-5.24957510286125	NA	NA	-13.8339112979329	NA	NA	NA	NA	-8.0010212837682	NA	NA	NA	NA	-14.8339112979329	NA	NA	NA	NA	NA	NA	-12.6115188765965	NA	NA	NA	NA	NA	NA	-14.4188737986541	NA	NA	NA	NA	-15.4188737986541	-15.4188737986541	NA	NA	NA	NA	NA	-9.7464484566826	NA	NA	NA	-7.94719858426206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.4188737986541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.4188737986541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.4188737986541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2522	-0.353262795535649	NA	-11.7606367926173	NA	NA	NA	-3.53567042761701	NA	-6.91263988606233	-4.64793665986792	NA	NA	NA	NA	NA	-8.46785504338944	NA	NA	NA	NA	NA	NA	NA	-9.83463737406106	-6.91263988606233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.75164800939003	NA	NA	NA	NA	NA	NA	-7.48265204531752	NA	NA	NA	-6.64793665986792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.35464443294145	NA	NA	NA	NA	NA	-7.62313326886735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2523	-0.214607428513415	NA	-14.5142209093581	NA	NA	NA	NA	NA	-5.20891913305818	-10.0768155970508	NA	NA	NA	NA	NA	-3.69963844345185	NA	NA	NA	NA	NA	NA	NA	-5.80341447565878	-11.7772553151919	NA	NA	-11.2412024149517	NA	NA	NA	NA	NA	NA	-8.5067263728112	NA	NA	NA	NA	-11.8512558966357	NA	NA	NA	NA	NA	-12.3987436919382	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.49927056789216	NA	-10.0117205688289	NA	NA	NA	NA	NA	-12.3987436919382	NA	NA	NA	NA	NA	NA	NA	NA	-10.1219034865794	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3987436919382	NA	NA	NA	NA	NA	NA	-9.31782369655463	-9.8512558966357	NA	NA	NA	NA	NA	-12.3987436919382	-10.3442959079158	-11.5142209093581	NA	NA	NA	NA	NA	NA	NA	-12.2918284880217	NA	-11.3987436919382	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.929258408637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1922928144708	NA	NA	NA	NA	NA	NA	NA	-12.0117205688289	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.5142209093581	NA	-13.5142209093581	NA	-9.96990039313432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2524	-0.881908613651672	NA	-9.54706072071099	NA	NA	NA	-1.16910229240995	NA	-10.0831136209512	-10.6501542136751	NA	NA	NA	NA	NA	-10.8200792151174	NA	NA	NA	NA	NA	NA	NA	-10.2351167143963	-10.8200792151174	NA	NA	NA	NA	NA	NA	NA	NA	-12.4050417158386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1196394969763	NA	NA	NA	NA	NA	NA	NA	-11.9456100972013	NA	-9.40504171583856	NA	NA	NA	NA	-10.8814797597815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2525	-0.0301652552938922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.42486611664695	NA	NA	NA	NA	NA	NA	NA	-8.42486611664695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0098286173681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0098286173681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.2728630232019	-10.5947911180893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2526	-0.0909223818771405	NA	-6.08702011244714	NA	NA	NA	NA	-13.15526097376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0848716458686	NA	NA	-11.0848716458686	NA	NA	NA	NA	NA	NA	NA	-11.8922265679262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.15526097376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.26773570301837	-9.54645173108443	NA	NA	-10.8333328788726	NA	NA	NA	NA	NA	-11.15526097376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.84783244856771	NA	NA	NA	NA	NA	NA	NA	-8.11963706402924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0848716458686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.307264067205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.01775745001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2527	-0.00989619590321277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0119098187347	NA	NA	NA	NA	NA	NA	NA	-10.2884274539321	NA	NA	NA	NA	NA	-10.0119098187347	-13.8532120727156	NA	-13.4381745734368	NA	NA	NA	-8.33488676502478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.55553152407496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2528	-0.00738573841154688	NA	-10.2312522212081	NA	NA	NA	NA	-15.0892332163356	-9.48190290258603	NA	NA	NA	NA	NA	NA	-14.0892332163356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.281878294278	NA	NA	NA	NA	-12.6298015976983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.08923321633565	NA	NA	NA	NA	NA	NA	-13.1823426207271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.0892332163356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3887934981946	NA	-13.9193082148933	NA	NA	NA	NA	NA	-14.281878294278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2529	-7.71161636777867	NA	-7.89218861342049	NA	NA	NA	NA	-8.89218861342049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.33964759039171	NA	NA	NA	NA	-7.66979619208404	NA	-9.09863949088791	NA	-3.75195529691498	NA	NA	NA	-7.84488289864213	-10.2141167083079	-4.25218474914137	NA	-9.33964759039171	NA	NA	-6.66979619208404	NA	NA	-3.30923124858971	-9.09863949088791	NA	NA	NA	NA	NA	-7.94109821390143	NA	NA	-1.39873341249431	-6.08483369136288	NA	NA	NA	NA	-7.37281445432691	NA	-4.35613571318028	NA	NA	NA	-5.83329492436692	NA	NA	NA	NA	-10.2141167083079	NA	NA	NA	NA	NA	NA	-4.77671139600055	NA	NA	NA	NA	NA	NA	-7.71161636777867	-7.62915420758669	NA	NA	-6.73299001857123	NA	NA	NA	NA	-4.66465288880808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.71161636777867	NA	NA	NA	NA	NA	NA	-4.44152720441092	NA	NA	NA	-6.45922920614438	-8.33964759039171	NA	NA	NA	NA	-7.58962584340006	NA	NA	NA	NA	NA	NA	NA	-5.07115875446581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.84488289864213	NA	NA	NA	NA	NA	NA	-8.15522301925428	NA	NA	NA	NA	NA	NA
KK2604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.51096191927738	-4.13245029602365	NA	NA	NA	NA	NA	NA	-3.13245029602365	NA	-4.51096191927738	NA	-2.05153030064008	NA	-3.44057259138598	NA	NA	NA	NA	NA	NA	-3.30932805810773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.02553509210714	NA	NA	-4.02553509210714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.24792751344359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.13245029602365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2671	NA	-0.463020414121962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.06788247228082	NA	NA	NA	NA	NA	NA	-5.28361116333626	NA	-3.77837585508584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.65284497300198	NA	NA	NA	-6.53736775558204	NA	-7.43045255166553	NA	NA	NA	NA	-6.91587937883577	NA	NA	NA	NA	NA	-9.23780747372314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.93402672554603	NA	NA	-6.71424551766612	NA	-7.53736775558204	-10.2378074737231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.1503446324728	NA	NA	NA	NA	NA	-5.56538213175164	NA	NA	NA	NA	NA	NA	NA	NA	-5.28361116333626	NA	-7.91587937883577	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.23780747372314	NA	NA	NA	-9.65284497300198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.65284497300198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.65284497300198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2672	NA	-2.53121314095159	NA	-6.84279929161749	NA	NA	NA	NA	NA	NA	-9.06519171295394	NA	-6.74326361806658	NA	NA	NA	NA	NA	NA	-3.58406502321732	-6.65015421367509	-6.12659225761808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.1907225950378	NA	NA	NA	NA	NA	-5.65015421367509	NA	NA	NA	NA	NA	NA	-6.48022921223278	NA	-6.74326361806658	NA	NA	NA	-9.06519171295394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.73726487744513	NA	NA	-5.32822611878773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.40222670023151	-7.65015421367509	NA	NA	NA	NA	NA	NA	-8.65015421367509	-5.52087119673013	NA	NA	NA	NA	-6.12659225761808	NA	NA	NA	-1.78287547396543	NA	-6.949714495534	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.89526671151163	NA	-8.06519171295394	NA	-6.65015421367509	NA	-7.65015421367509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.52087119673013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.32822611878773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.65015421367509
KK2673	NA	-0.457647839325672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.8811139606751	NA	NA	NA	NA	NA	NA	-4.23725777090037	-7.29615145995394	-8.46607646139625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.8811139606751	NA	NA	NA	NA	NA	-6.94251450533924	NA	-4.03981170669416	NA	NA	NA	NA	-8.00664484275896	NA	-8.65872153933865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.16229571321915	NA	NA	NA	NA	NA	-9.8811139606751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.76563674325516	NA	NA	NA	NA	NA	-4.11734830716517	NA	NA	NA	NA	NA	NA	NA	NA	-7.14414836650889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.33679344445129	NA	NA	NA	-8.00664484275896	NA	NA	NA	NA	NA	NA	NA	-8.8811139606751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.8811139606751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.14414836650889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.55918586578773
KK2674	NA	-0.328343283733101	NA	-8.43097517258807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.62362025053047	-9.43097517258807	-6.52408457697955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.43097517258807	NA	NA	-5.6760876704246	NA	NA	-7.52408457697955	NA	-7.10904707770071	-9.10904707770071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.26105017114576	NA	NA	-9.84601267186691	NA	-7.18304765914448	-9.84601267186691	NA	NA	NA	NA	NA	NA	NA	NA	-8.26105017114576	-9.10904707770071	NA	NA	NA	NA	NA	NA	NA	-5.78711898281334	NA	NA	NA	NA	NA	NA	NA	NA	-4.15485076731383	NA	-8.10904707770071	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.34351233133773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.18304765914448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.73053545444698	NA	NA	NA	NA	NA	NA	NA	NA	-8.43097517258807	NA	-9.43097517258807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
